 VARIABLES = t,L1,L2,Linf
   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000     
   2.1875178076709439E-004   4.4408920985006263E-019   9.9301366129890920E-018   2.2204460492503131E-016
   4.3741388689107381E-004   8.8817841970012525E-019   9.9301366129890920E-018   1.1102230246251565E-016
   6.5616566765816812E-004   4.4408920985006263E-018   3.7155169009665003E-017   5.5511151231257827E-016
   8.7482465010966788E-004   5.7731597280508137E-018   4.4960605752467827E-017   5.5511151231257827E-016
   1.0935764243395166E-003   7.2719608112947756E-018   5.6732831086240964E-017   7.7715611723760958E-016
   1.3123282051066109E-003   8.8262730457699946E-018   5.3834369879417298E-017   5.5511151231257827E-016
   1.5310066760405531E-003   1.3156142841808104E-017   7.8120975466095357E-017   7.7715611723760958E-016
   1.7497584568076474E-003   1.7430501486614958E-017   9.7832006274157571E-017   1.1102230246251565E-015
   1.9685102375747417E-003   2.5424107263916086E-017   1.5576789082274995E-016   2.1094237467877974E-015
   2.1872475252344118E-003   3.5083047578154947E-017   2.2974509010608767E-016   3.2196467714129540E-015
   2.4059993060015061E-003   5.0598414347291508E-017   3.1855675213018180E-016   4.3298697960381105E-015
   2.6247510867686004E-003   6.6641137053125016E-017   4.4977437127576874E-016   5.9952043329758453E-015
   2.8435028675356947E-003   8.7624352218540481E-017   5.7735767138272891E-016   7.4384942649885488E-015
   3.0622546483027890E-003   1.1660117316125706E-016   7.9344763571074882E-016   1.0658141036401503E-014
   3.2810064290698833E-003   1.4628576128217219E-016   1.0321692263359702E-015   1.2767564783189300E-014
   3.4997582098369776E-003   1.6905921107479572E-016   1.1804086062171391E-015   1.4543921622589551E-014
   3.7185099906040719E-003   2.0912438447595606E-016   1.5026598270211846E-015   1.9539925233402755E-014
   3.9372617713711658E-003   2.5524027336132348E-016   1.9112165698925814E-015   2.5979218776228663E-014
   4.1560135521382597E-003   2.6466329128282953E-016   1.8885494367634465E-015   2.5424107263916085E-014
   4.3747653329053535E-003   2.7160218518673675E-016   1.8010659368896171E-015   2.3647750424515834E-014
   4.5935171136724474E-003   2.7230995236493527E-016   1.6711024496146028E-015   2.1094237467877974E-014
   4.8122688933014439E-003   2.5469903963681875E-016   1.4342049143224298E-015   1.7541523789077473E-014
   5.0310206740685377E-003   2.6988133949856773E-016   1.3378664307239704E-015   1.3100631690576847E-014
   5.2497724548356316E-003   3.1230573682705655E-016   1.4284058524829206E-015   1.2878587085651816E-014
   5.4685242356027255E-003   3.6451397456005450E-016   1.6057214606993125E-015   1.2101430968414206E-014
   5.6872760163698194E-003   4.3758052736819762E-016   2.0376272666570682E-015   1.5876189252139739E-014
   5.9060277971369132E-003   5.3540505362548172E-016   2.7334659814054324E-015   2.3647750424515834E-014
   6.1247795779040071E-003   6.7264249725695892E-016   3.7710752123739907E-015   3.9079850466805510E-014
   6.3435313586711010E-003   8.4271478684172503E-016   5.0393251364445564E-015   5.5178084323870280E-014
   6.5622831394381948E-003   1.0167144903761027E-015   6.4675257999067475E-015   7.1054273576010019E-014
   6.7810349202052887E-003   1.2100737079023815E-015   7.7919818451192487E-015   7.6716411001598317E-014
   6.9997867009723826E-003   1.4798301473106789E-015   9.8359697905617735E-015   1.1102230246251565E-013
   7.2185384817394765E-003   1.8813145485907510E-015   1.3265147097295600E-014   1.6386891843467311E-013
   7.4372902625065703E-003   2.1083274015509800E-015   1.4776403751123408E-014   1.8751666885918894E-013
   7.6560420432736642E-003   2.3375468227726513E-015   1.6621721941480555E-014   2.1416202145019270E-013
   7.8747938240407590E-003   2.5636021083741412E-015   1.8564248152492935E-014   2.4968915823819771E-013
   8.0935456048078537E-003   2.9781593857691745E-015   2.0782642154576577E-014   2.9498625764290409E-013
   8.3122973855749484E-003   3.1995101013038153E-015   2.0611830944828452E-014   2.5446311724408588E-013
   8.5310491663420432E-003   3.4528005454781407E-015   2.1749675265794563E-014   2.6489921367556235E-013
   8.7498009471091379E-003   3.4553748751164902E-015   2.0677370207188883E-014   2.5435209494162336E-013
   8.9685527278762327E-003   3.4164684969972826E-015   1.9017694375098229E-014   2.1238566461079245E-013
   9.1873045086433274E-003   3.5643016316200257E-015   1.8426772704642807E-014   1.6397994073713562E-013
   9.4060562894104222E-003   3.6454173013567016E-015   1.8819787088177120E-014   1.7563728249569976E-013
   9.6248080701775169E-003   3.7948116871078240E-015   2.0701434775464394E-014   2.1160850849355484E-013
   9.8435598509446116E-003   4.1923825522260929E-015   2.4191958022716654E-014   2.6478819137309983E-013
   1.0062311631711706E-002   4.9684423242268851E-015   3.0684899645421005E-014   3.2518432391270835E-013
   1.0281063412478801E-002   5.6339585774445309E-015   3.7838395781634370E-014   3.8113956435381624E-013
   1.0499815193245896E-002   6.5591698739098089E-015   4.6632665440593172E-014   5.4778404035005224E-013
   1.0718566974012991E-002   7.8381884316414136E-015   5.7192249871032519E-014   7.3374639697476596E-013
   1.0937318754780085E-002   8.4986531700970153E-015   6.1732312334322224E-014   8.0135897917443799E-013
   1.1156070535547180E-002   9.4769539438210864E-015   7.0596694928399720E-014   8.9772633771190158E-013
   1.1374822316314275E-002   1.0824695306776987E-014   8.5064033944148596E-014   1.2607692667643278E-012
   1.1593574097081370E-002   1.1161953306082495E-014   8.7375810795783026E-014   1.3572476476042539E-012
   1.1812325877848464E-002   1.1447405523501430E-014   8.2540214833170257E-014   1.3237189122605741E-012
   1.2031077658615559E-002   1.1287547285743216E-014   7.6814000072567456E-014   1.2395640069939873E-012
   1.2249829439382654E-002   1.0758928470355756E-014   6.9930881500901656E-014   1.0946799022804043E-012
